Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;GRAY L31ZFONT;LIAISON 63kV N0 1 GRAY - MARCILLY - VINGEANNE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.5928384835, 47.4545831821], [5.592968054, 47.4543946278], [5.5947386979, 47.4536373301], [5.5974628114, 47.4546348759], [5.6004393145, 47.4565354122], [5.6031854168, 47.4582816668], [5.6053835345, 47.4598429252], [5.6033072016, 47.461305181], [5.6011705434, 47.4636046253], [5.5981454018, 47.4668668276], [5.5961924405, 47.4689666188], [5.5930970099, 47.4722986964], [5.5910970246, 47.4744219437], [5.5891576177, 47.477141846], [5.587820247, 47.479017944], [5.585795867, 47.4818567402], [5.5835964956, 47.4849524619], [5.5816407138, 47.4876797762], [5.5799392245, 47.4900627048], [5.5784867116, 47.4920979001], [5.5736316639, 47.4930203645], [5.5693403739, 47.4938410208], [5.5645665968, 47.494746067], [5.560256433, 47.4955686142], [5.5552256117, 47.4965220929], [5.5500088742, 47.4975100275], [5.5454308232, 47.4983820152], [5.5421114315, 47.4983608511], [5.5377962191, 47.4983315298], [5.5345127597, 47.4983111363], [5.5295832078, 47.4982751356], [5.5269205512, 47.4982599358], [5.5205077849, 47.4982169993], [5.5150507739, 47.4981827106], [5.5102341951, 47.4981443224], [5.5061594343, 47.4981113841], [5.5020520229, 47.4980898174], [5.4970870238, 47.4980585503], [5.4919873599, 47.4980183252], [5.486128838, 47.4979777892], [5.4817684943, 47.4979455636], [5.4773273647, 47.4979194132], [5.4734601473, 47.4978899877], [5.4684258605, 47.4978553303], [5.4637027599, 47.4978220521], [5.4589209745, 47.4977844017], [5.4544917847, 47.4977589468], [5.4503545954, 47.4977226899], [5.445682433, 47.4976871311], [5.4414848974, 47.4976609973], [5.4370595904, 47.4976237008], [5.4328351738, 47.4975916724], [5.4284113194, 47.4981049097], [5.4230992532, 47.4987181397], [5.4173620403, 47.4993775263], [5.412097466, 47.4999889833], [5.4081538535, 47.500451789], [5.4044137298, 47.500873969], [5.3994504048, 47.5014390639], [5.394721087, 47.5020103666], [5.3915234191, 47.502375503], [5.3864490675, 47.5032336983], [5.3816030351, 47.5040451648], [5.3772492456, 47.5047787079], [5.3727942771, 47.5055336373], [5.3696766504, 47.5060525989]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.49261202477916, 5.499454720510266
AERIEN;MIRAML31MIRA5;RES. LIAISON 63kV N0 1  MIRAMAS - MIRAMAS (COGEMA A MIRAMAS);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;HORS TENSION;RTE;"{""coordinates"": [[5.0132213787, 43.5789987188], [5.0130750878, 43.5785041921], [5.0105901738, 43.5763784441], [5.0081917155, 43.5743464618], [5.0067678411, 43.5731379365], [5.0054679885, 43.5720359553], [5.0017007438, 43.5713539096], [4.9990452669, 43.5708844609], [4.9980576972, 43.5723858474], [4.9945362355, 43.5742128686], [4.9912056813, 43.5759445273], [4.9891112832, 43.5770259729], [4.9862232303, 43.5781382542]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.57438966282312, 5.000271844060751
AERIEN;BRET5L31ZGANN;LIAISON 63kV N0 1 BRETEUIL-GANNES(S.N.C.F.)-VALESCOURT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[2.3120811913, 49.6261435786], [2.3165238131, 49.6250100703], [2.3211528901, 49.6238279225], [2.3254056991, 49.6227416616], [2.3294689258, 49.6217037376], [2.3329969835, 49.6208030748], [2.3371939916, 49.6197307647], [2.3396698123, 49.6190984456], [2.3441291741, 49.6179585269], [2.3481399426, 49.6169335342], [2.3528479039, 49.6158894549], [2.3560300895, 49.6152439488], [2.3597494233, 49.6144879636], [2.3639418716, 49.6136390692], [2.3673190359, 49.6129154415], [2.3705225386, 49.6122499654], [2.374848103, 49.6113505397], [2.3799242951, 49.6107874852], [2.3868807656, 49.6099493373], [2.3898204006, 49.6098204483], [2.3932977008, 49.6093503066], [2.3989592353, 49.6085733211], [2.4016719269, 49.6083123249], [2.4048282, 49.6080285625], [2.4111655048, 49.6074535906], [2.4170518104, 49.6066774081], [2.4212702187, 49.6061212667], [2.425840596, 49.605503353], [2.429869768, 49.6049724897]], ""type"": ""LineString""}";2;BRET5L32ZHERE;LIAISON 63kV N0 2 BRETEUIL - HARGICOURT - VALESCOURT;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.613723842199875, 2.3706406511028413
AERIEN;RIOM L31VOLVI;LIAISON 63kV N0 1 RIOM-VOLVIC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.1228486356, 45.8837232437], [3.1226746054, 45.8837513606]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.88373730215, 3.1227616205000004
AERIEN;MARMAL41SSPUY;LIAISON 90kV N0 1 MARMAGNE-ST-GERMAIN-DU-PUY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[2.3810062387, 47.1317179213], [2.3839278496, 47.1304955749]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.1311067481, 2.38246704415
AERIEN;MORLAL31P.CHR;LIAISON 63kV N0 1 MORLAIX-PLEYBER CHRIST;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-3.8422470537, 48.588866242], [-3.8414036012, 48.5890665718]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.5889664069, -3.84182532745
AERIEN;AIRVAL42MIREB;LIAISON 90kV N0 2 AIRVAULT-MIREBEAU;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.0752322844, 46.7726751573], [0.0798639216, 46.7730957084], [0.0835939971, 46.7731355091], [0.0864067524, 46.7731645216], [0.0893217859, 46.7731943052], [0.0923520166, 46.7732260044], [0.0955881502, 46.7732583289], [0.0989015926, 46.7732933346], [0.102323616, 46.7733319953], [0.1052332721, 46.7733620889], [0.1087170568, 46.7733993375], [0.1117090104, 46.7734350098], [0.1153340245, 46.773478315], [0.1185493305, 46.7735076178], [0.1221853234, 46.773542008], [0.1252312477, 46.7735777419], [0.1282821538, 46.7735909902], [0.131319256, 46.773640702], [0.1353949714, 46.773691973], [0.138660341, 46.7737175335], [0.1414609229, 46.7737529785], [0.144442874, 46.773780312], [0.1472023025, 46.7738001567], [0.1501162066, 46.7738256791], [0.1532473399, 46.7738600454], [0.1568662905, 46.7738947178], [0.1598695475, 46.7740401361], [0.1628924707, 46.7741887281], [0.1658812527, 46.7743364124], [0.1691812528, 46.774501529], [0.1720536322, 46.7746453141], [0.1746433424, 46.7747756724], [0.1776952819, 46.7749210016], [0.1808079786, 46.7757397823], [0.1837942447, 46.776518476], [0.187262808, 46.7774323358], [0.1876149837, 46.7775202254]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.77389091628297, 0.13157416650953385
AERIEN;CHERBL41TOLLE;LIAISON 90kV N0 1 CHERBOURG-TOLLEVAST;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-1.6252637329, 49.6331390188], [-1.6250194826, 49.6333079848]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.6332235018, -1.6251416077499998
AERIEN;BLANZL31H.PAU;LIAISON 63kV N0 1 BLANZY-HENRI-PAUL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.407454227, 46.7086953484], [4.407417091, 46.7088291274], [4.408518374, 46.7105581715], [4.4102761864, 46.7137137201], [4.4113581022, 46.7156456748], [4.4126042557, 46.7178997062], [4.4120535376, 46.7198813699], [4.4153129291, 46.7201411741], [4.4187089277, 46.7204187526], [4.4215112499, 46.7206470539], [4.4241191358, 46.7208601285], [4.4267998026, 46.7210762137], [4.4294065886, 46.7212900883], [4.4315367477, 46.7214709287], [4.4337885308, 46.7216479018], [4.4362589624, 46.7218486434], [4.4394302079, 46.7221079633], [4.4429657199, 46.7223968224], [4.4466230235, 46.7226867447], [4.4497149548, 46.7229349855], [4.4535338253, 46.7236323642], [4.4559059322, 46.7240607867], [4.4587296265, 46.7245733883], [4.4608861708, 46.7249653577], [4.4636460956, 46.7254649668], [4.4661582739, 46.7259204819], [4.4684919073, 46.7263433627], [4.4705461327, 46.7267253452], [4.474162495, 46.7273678658], [4.4766448051, 46.7278212801], [4.4793114611, 46.7283075317], [4.4821437584, 46.7288177101], [4.4839842722, 46.7293613052], [4.4853829794, 46.7305970804], [4.4867686382, 46.7320177673], [4.4881595542, 46.7334411292], [4.4896148285, 46.7349350836], [4.4909252801, 46.7362758795], [4.4924082467, 46.7377930321], [4.4938661254, 46.7392862536], [4.4952115366, 46.7406648096], [4.496735936, 46.7422271685], [4.4983773006, 46.7439067756], [4.500451797, 46.7460225806], [4.5010063664, 46.74655433]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.72570501400863, 4.45360136672574
AERIEN;CZTRYL61PLISO;LIAISON 225kV N0 1 COURTRY-PLISON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.7680252873, 48.5474481197], [2.7662986209, 48.5506219365]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.5490350281, 2.7671619540999997
AERIEN;MEYLAL31ZMEY5;LIAISON 63kV N0 1 EYBENS-ILE-VERTE-MEYLAN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.7878239534, 45.2060934097], [5.7876199302, 45.2056326915], [5.7858575289, 45.2043864642], [5.7829353853, 45.2030637222]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.204380945119176, 5.785543215753118
AERIEN;BZBONL31M.ROI;LIAISON 63kV N0 1 BOURBONNE-MONTIGNY-LE-ROI;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.7426197387, 47.9735745653], [5.7417252536, 47.9734189596], [5.7378921337, 47.9742889867], [5.7337539142, 47.975252444], [5.7291703667, 47.975515599], [5.7243912764, 47.9757840554], [5.7207465875, 47.9759954756], [5.7171553905, 47.976207307], [5.71317958, 47.9764233765], [5.7092195907, 47.978656871], [5.7050819179, 47.9809870544], [5.7008135683, 47.9818416266], [5.6966617674, 47.982667127], [5.6919600054, 47.9836248977], [5.690028878, 47.9861678161], [5.6868046094, 47.9904286175], [5.683327038, 47.9911563669], [5.6795332157, 47.9916813458], [5.6747591059, 47.9927418027], [5.6698819104, 47.9938395585], [5.665163531, 47.9948964946], [5.6607114058, 47.9958913999], [5.6563006666, 47.9968816274], [5.6526744021, 47.9970679406], [5.6486948345, 47.997270258], [5.6439467349, 47.9975049576], [5.6395053688, 47.9977280182], [5.6348685082, 47.9979626287], [5.6301630997, 47.998193043], [5.625125074, 47.9984533131], [5.6209320038, 47.9986557288], [5.6166605221, 47.9988742309], [5.6121012264, 47.9991034207], [5.6087273973, 48.0000355313], [5.6053060231, 48.0009811135], [5.6010060523, 48.0021811443], [5.5974832044, 48.0031440864], [5.5933401602, 48.0042943726], [5.5897924162, 48.0052773895], [5.5860629529, 48.0063039498], [5.5818961071, 48.0053519264], [5.5773876825, 48.0043253335], [5.5728060542, 48.003278545], [5.5694997542, 48.0025215441], [5.5657650911, 48.0016703371], [5.5614132149, 48.0006775271], [5.557821165, 47.9998579662], [5.5543327665, 47.9990450818], [5.5503985372, 47.9981626169], [5.5436060271, 47.996616137], [5.5393540845, 47.995644635], [5.5350979551, 47.9946676962], [5.5317287419, 47.9938912182], [5.5277430224, 47.9929820568], [5.5234425609, 47.9919939439], [5.5189619758, 47.9909663847], [5.5149751407, 47.9900532299], [5.5098960053, 47.9900860306], [5.5042793746, 47.9901274903], [5.4990908811, 47.9901766408], [5.4933255164, 47.9902206929], [5.4894300501, 47.9902402016], [5.484940729, 47.9902676375]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.99278082403417, 5.6150293697227225
AERIEN;LISLOL31P.ROU;LIAISON 63kV N0 1 LISLOCH-POTEAU-ROUGE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-3.5844397426, 47.8521661054], [-3.5844774316, 47.8524113966]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.852288751, -3.5844585871
AERIEN;MIDOUL31V.FEZ;LIAISON 63kV N0 1 MIDOUR-VIC FEZENSAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-0.0264560057, 43.7560056553], [-0.0262097149, 43.7556915027]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.755848579, -0.026332860299999997
AERIEN;CRESTL31L.NEU;LIAISON 63kV N0 1 CREST-LOGIS-NEUF;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.0072549204, 44.7257770656], [5.0073326979, 44.7254993567]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.72563821115, 5.00729380915
AERIEN;BUTTEL41VITRE;LIAISON 90kV N0 1 BUTTE-VITRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-1.2400377713, 48.1279704694], [-1.2393553954, 48.1280928026]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.128031635999996, -1.23969658335
AERIEN;MENUEL71TOLLE;LIAISON 400kV N0 1 MENUEL - TOLLEVAST;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.6023411459, 49.5919025288], [-1.6004743753, 49.5937988423], [-1.5997511062, 49.5939742055]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.593077072978744, -1.601124727814023
AERIEN;LOUD5L34TRAME;LIAISON 63kV N0 4 LOUDENVIELLE PORTIQUE - TRAMEZAYGUES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[0.4106297291, 42.7855041049], [0.4108144894, 42.7853548005], [0.4117353407, 42.7843079758], [0.4127257054, 42.7832127161], [0.4138791885, 42.7819387312], [0.4140032229, 42.7810726559], [0.4141647253, 42.7800221833], [0.414421646, 42.7782542582], [0.4139270594, 42.7766625301], [0.4132879751, 42.774630852], [0.412951622, 42.7735452633], [0.4132311975, 42.7725929704], [0.4139888134, 42.7701938015], [0.4143973986, 42.7689432325], [0.414802922, 42.7676007015], [0.4152722204, 42.7660702089], [0.4148976135, 42.7642789757], [0.4140947667, 42.7631134783], [0.4129133586, 42.7613468585], [0.4127497802, 42.7595628473], [0.4125594099, 42.757503178], [0.4125791426, 42.7558788911], [0.4124232328, 42.7533405635], [0.4123821025, 42.7526194968], [0.4113389869, 42.748220148], [0.4104884727, 42.7455285989], [0.4103440684, 42.7449340483], [0.4096993446, 42.7439877486], [0.4096285844, 42.7440175751]], ""type"": ""LineString""}";1;;;;;;;;;;;;;42.76513872638417, 0.41300250713742304
AERIEN;ETREPL31ZAMEC;LIAISON 63kV N0 1 ETREPAGNY - PIQUAGE A AMECOURT - SERIFONTAINE - TRIE-CHATEAU;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.6414926229, 49.3141983442], [1.6417456553, 49.3141445562], [1.6445508315, 49.3142551844], [1.648610731, 49.3145047427]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.31430152838189, 1.645050017175324
AERIEN;AURENL41ZMAGR;LIAISON 90kV N0 1 AURENCE-MAUREIX-MAGRE-MARTINERIE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[1.2222861141, 45.8356035694], [1.2220390533, 45.8355865417], [1.2185895712, 45.8335055545]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.83460679875854, 1.2204213502960588
AERIEN;CRIQUL41P.JER;LIAISON 90kV N0 1 CRIQUET-PORT-JEROME;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.552496265, 49.4826972478], [0.5525881648, 49.482421822]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.4825595349, 0.5525422149
AERIEN;GRIGNL62ZCOQ5;LIAISON 225kV N0 2 AQUEDUCS (LES) - COQUIBUS - GRIGNY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.4297824022, 48.6162238462], [2.4302058192, 48.6156327446]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.61592829539999, 2.4299941107
AERIEN;UNET L31ZROJ5;LIAISON 63kV N0 1 TONNEINS-UNET-ROJA;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[0.3315106329, 44.3524940356], [0.3321955648, 44.3526654336], [0.3336710904, 44.3542791157], [0.3348645877, 44.3555932959], [0.3372516242, 44.3582216186], [0.3382544248, 44.3593492257], [0.3385881915, 44.3612234642], [0.3394204058, 44.3659280044], [0.3391738445, 44.3688789337], [0.3389259494, 44.3719091816], [0.3386502529, 44.3750224048], [0.3388762621, 44.3783891898], [0.3390163278, 44.3802435398], [0.3391392078, 44.3823847133], [0.3392852489, 44.3844354571], [0.3394392358, 44.3867187892], [0.3395770152, 44.3887837789], [0.339845623, 44.3929019437], [0.3400638012, 44.3957434554], [0.340123693, 44.3970905428], [0.3394960138, 44.3983633033], [0.3384433403, 44.4004986304], [0.3375336129, 44.4023978141], [0.3366457324, 44.4041818904], [0.3356183267, 44.4063064143], [0.3343289487, 44.4088718767], [0.3331635197, 44.4112836127], [0.3319038789, 44.41385347], [0.3305096634, 44.4151986241], [0.3284534634, 44.4171482865], [0.3269588693, 44.418540588], [0.3255904373, 44.4197863075], [0.3245726451, 44.420737094]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.38714788366451, 0.3364486350635913
AERIEN;GOURJL61VERFE;LIAISON 225kV N0 1 GOURJADE - VERFEIL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.6668138553, 43.6265832318], [1.6705683481, 43.6286780128], [1.6710449691, 43.6292960287]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.62783901828285, 1.6690161341854264
AERIEN;P.SIML63VERFE;LIAISON 225kV N0 3 PORTET - ST-SIMON-VERFEIL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.6668138553, 43.6265832318], [1.6703584705, 43.628805973], [1.6708989763, 43.6293786344]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.627915997239576, 1.668909702954113
AERIEN;PATISL61REMIS;LIAISON 225kV N0 1 PATIS - REMISE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.9360318597, 49.2918584878], [1.9425490026, 49.2947747376], [1.9471304107, 49.2968504573], [1.9542342926, 49.2999720732], [1.9605318525, 49.3027590396], [1.967629962, 49.3058940121], [1.9738617272, 49.3086692772], [1.9801143823, 49.3115405797], [1.9818552061, 49.3163267037], [1.9832292757, 49.3200950885], [1.9847675456, 49.3246798349], [1.9839828184, 49.3284244107], [1.983045796, 49.332349363], [1.9820718821, 49.3364197203], [1.9809731806, 49.3410152315], [1.9800003113, 49.345085542], [1.9788063596, 49.3500741948], [1.9827781576, 49.3523965305], [1.9873105603, 49.355045565], [1.9926475961, 49.3581629693], [1.9962438783, 49.3602645676], [2.001461763, 49.3634692634], [2.0055211679, 49.3659644378], [2.0100002628, 49.368716638], [2.0142893497, 49.3713522669], [2.0183637084, 49.3738551122], [2.0226481745, 49.3764868242], [2.0269111853, 49.3790985575], [2.0311873619, 49.3816517737], [2.0354625677, 49.3842084226], [2.0395696049, 49.38665041], [2.0440070086, 49.3867385447], [2.0488546065, 49.3868086335], [2.0545938456, 49.3868940969], [2.0591924146, 49.3869604905], [2.0638156994, 49.3870393405], [2.0688216308, 49.3871035949], [2.0743466406, 49.3879197733], [2.0802788144, 49.3888057375], [2.0853315945, 49.3894569082], [2.0897650906, 49.390134444], [2.0936762368, 49.3907083531]], ""type"": ""LineString""}";2;PATISL31REMIS;LIAISON 63kV N0 1 PATIS-REMISE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.35115767428433, 2.007204384939014
AERIEN;BAZANL31ZN.SU;LIAISON 63kV N0 1 BAZANCOURT  - RETHEL- NEPELLIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.1574913824, 49.3654952255], [4.1592529962, 49.3677317239], [4.160928251, 49.3698686831], [4.1628183306, 49.3726786277], [4.1648491191, 49.3754305985], [4.1669020086, 49.3782326945], [4.1688509824, 49.3808819578], [4.1711090395, 49.3839704594], [4.1731656345, 49.3867876548], [4.1750829982, 49.3894047585], [4.1769788198, 49.3919761511], [4.1791632874, 49.3949394487], [4.1814423166, 49.3980481672], [4.1835864776, 49.4009712905], [4.1853728649, 49.403420489], [4.187041921, 49.405876043], [4.1888487228, 49.4085111402], [4.190695316, 49.4112779497], [4.1912510638, 49.4145148789], [4.1917163398, 49.4172367035], [4.1921659732, 49.41976099], [4.1960532274, 49.4219006833], [4.1997725044, 49.423972763], [4.2030697973, 49.4257854803], [4.205971949, 49.4273674732], [4.2089914278, 49.4290713924], [4.2121166839, 49.4308028821], [4.2160818687, 49.4329025309], [4.2197785533, 49.4349490106], [4.2220470879, 49.4362152484], [4.2243793137, 49.437490598], [4.227440998, 49.4391774011], [4.2305003302, 49.4408695539], [4.2334688205, 49.4425032168], [4.236772455, 49.4449379606], [4.2401749306, 49.44740205], [4.2430169185, 49.4494764101], [4.2466883351, 49.4521434411], [4.2500935427, 49.454625265], [4.2532077016, 49.456801627], [4.2570264372, 49.459472286], [4.2601680333, 49.4616769623], [4.2640059772, 49.4643732392], [4.2675684644, 49.4668941907], [4.2715373484, 49.4696634252], [4.2748895763, 49.4720264268], [4.2776729547, 49.473964777], [4.2798946632, 49.4755476771], [4.282714395, 49.4774926917], [4.2862386946, 49.4791326149], [4.290074214, 49.4809102588], [4.2938026883, 49.4826404597], [4.297521382, 49.484357049], [4.300685717, 49.4858353684]], ""type"": ""LineString""}";2;BAZANL32RETHE;LIAISON 63kV N0 2 BAZANCOURT-RETHEL;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.43213533552993, 4.222825364698509
AERIEN;CERGYL72TERRI;LIAISON 400kV N0 2 CERGY - TERRIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.2629122957, 49.2135206152], [2.2602120337, 49.2152441324], [2.2592084764, 49.2158766224]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.2147007118176, 2.261061713558134
AERIEN;BEZONL31MALE5;LIAISON 63kV N0 1 BEZON-MALESTROIT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-2.4043147709, 47.9082363514], [-2.4073117727, 47.9077380465], [-2.410016567, 47.9072839741], [-2.4129278692, 47.9068409879], [-2.4157099822, 47.9070443031]], ""type"": ""LineString""}";2;BEZONL31PLOER;LIAISON 63kV N0 1 BEZON-PLOERMEL;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;47.90738425744757, -2.409999964617057
AERIEN;BEZONL31MALE5;LIAISON 63kV N0 1 BEZON-MALESTROIT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-2.4043147709, 47.9082363514], [-2.4030558599, 47.9057215693], [-2.4021315751, 47.9039047609], [-2.4010966338, 47.9018216123], [-2.4002045092, 47.9000929492], [-2.3990515398, 47.8978601529], [-2.3975781991, 47.8948874206], [-2.3966275867, 47.8929952438], [-2.3954724329, 47.890703223], [-2.3935051051, 47.8868197026], [-2.3927005335, 47.8852089805], [-2.3911245392, 47.8821168154], [-2.3906476788, 47.8803786557], [-2.3903058572, 47.8791345096], [-2.3898779379, 47.8776433864], [-2.3894398602, 47.8761162737], [-2.3882008534, 47.871546386], [-2.3875416163, 47.869250432], [-2.3868678517, 47.8668811836], [-2.3861976964, 47.864521695], [-2.3856764798, 47.8625697104], [-2.3850688724, 47.8603995865], [-2.3842251017, 47.8574434741], [-2.3837468279, 47.8557158811], [-2.3832777899, 47.8540014262], [-2.3827625409, 47.8521888338], [-2.3822244483, 47.8504348227], [-2.3817290674, 47.8484691598], [-2.3812293211, 47.8467090886], [-2.3803809542, 47.8436215924], [-2.3799234275, 47.842033692], [-2.3794859807, 47.8404305618], [-2.3789452898, 47.8385068097], [-2.3784697335, 47.8367998043], [-2.3780025412, 47.8350811969], [-2.3775277701, 47.8334543407], [-2.3770792648, 47.8317795713], [-2.3764742019, 47.829584968], [-2.3757835709, 47.8271352437], [-2.3751119074, 47.8248225951], [-2.3743884383, 47.8223241858], [-2.3738266995, 47.8203852193], [-2.3732545068, 47.8184485672], [-2.3727600943, 47.8167585153], [-2.3723678172, 47.815417513], [-2.3716395514, 47.8129584707], [-2.3712630548, 47.8115687151], [-2.3707670707, 47.8098745737], [-2.3704208138, 47.8087099157], [-2.3699312968, 47.8088660891]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.85895112595275, -2.385451489262034
