Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;BOUS7L41ZBOU8;LIAISON 90kV N0 1 BECQUE - MALPLAQUET - BOUSBECQUE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[3.0874572123, 50.7664838245], [3.0873370447, 50.767314384]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.76689910425, 3.0873971285
AERIEN;R.GIEL31SARDO;LIAISON 63kV N0 1 RIVE-DE-GIER (CLIENT)-SARDON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.5964767733, 45.5220824164], [4.5958665539, 45.5219379604], [4.5939540767, 45.5204321459], [4.5925931214, 45.5202876088], [4.5909794379, 45.5202213204], [4.5909134512, 45.5201792697]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.52082708096279, 4.5937990092378085
AERIEN;CHANGL41LAVAL;LIAISON 90kV N0 1 CHANGE-LAVAL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-0.7557964422, 48.0997896244], [-0.7578193009, 48.1006989149]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.100244269650005, -0.75680787155
AERIEN;CHOO5L31GIVET;LIAISON 63kV N0 1 CHOOZ-GIVET;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.7957344613, 50.0937594657], [4.7949016892, 50.096314804], [4.7941445073, 50.0985573381], [4.793423786, 50.1006897436], [4.7924060932, 50.1037112676], [4.7940009935, 50.1064341456], [4.7957604455, 50.1094213033], [4.7969670837, 50.1114679938], [4.7986364509, 50.1143073895], [4.7996856949, 50.1160859185]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.105186883552186, 4.795214082109355
AERIEN;CIERPL31GOUR5;LIAISON 63kV N0 1 CIERP-GOURDAN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[0.5722295401, 43.0763007709], [0.5721733908, 43.0760249563], [0.574794212, 43.0757891551], [0.5763488369, 43.0748098756], [0.579068791, 43.0730506486], [0.581559723, 43.0714204212], [0.5828352036, 43.0697105812], [0.5844019428, 43.0676384127], [0.5861553996, 43.0652904398], [0.5871742664, 43.0637242794], [0.58764254, 43.0619693122], [0.5882111599, 43.059838662], [0.5887986697, 43.0576374219], [0.5895437679, 43.0549780434], [0.5902667872, 43.0524667549], [0.5900712948, 43.0503225743], [0.5899108193, 43.0481675575], [0.5897562693, 43.0462781744], [0.5907165445, 43.0442822515], [0.5916955229, 43.042249069], [0.595268045, 43.0407948162], [0.5977055538, 43.0397892861], [0.6002390396, 43.0387139119], [0.6011939711, 43.0378713398], [0.6025811869, 43.0362142804], [0.6044618962, 43.0335981444], [0.6059205579, 43.0310442615], [0.6073167107, 43.0285977247], [0.6084272595, 43.0268003659], [0.6096280415, 43.0245398057], [0.6106411326, 43.022662865], [0.6119279567, 43.020299983], [0.6132097062, 43.0179762776], [0.6146699381, 43.0152697734], [0.6158100242, 43.012536366], [0.6161793638, 43.0104714919], [0.617065356, 43.0086367766], [0.6181094631, 43.0064698864], [0.6193438629, 43.0039086177], [0.620764164, 43.0009671821], [0.6221220494, 42.9981684149], [0.6235455254, 42.9952010452], [0.6247839692, 42.992647898], [0.6257074866, 42.9907509419], [0.626671103, 42.9886182178], [0.6277930026, 42.9861516088], [0.6288537171, 42.9838302999], [0.6297824967, 42.9817669149], [0.6299772238, 42.9801202355], [0.6301620782, 42.9784760075], [0.6303100195, 42.9763253241], [0.6305074076, 42.9741945722], [0.6307233509, 42.9720607062], [0.631299429, 42.9702104083], [0.6320860519, 42.9677054838], [0.632777413, 42.9654452359], [0.6342912714, 42.9630547722], [0.6358224413, 42.9606537864], [0.6369780438, 42.9594115523], [0.6390692187, 42.9573323808], [0.6412335605, 42.9551351037], [0.6428287435, 42.9535115428], [0.6442325201, 42.9521094676], [0.6452575897, 42.9496082755], [0.6462260275, 42.9472335921], [0.6470799577, 42.9451748037], [0.647901009, 42.9431676069], [0.6486775478, 42.9412628521], [0.6495664145, 42.9390905924], [0.6503841753, 42.9371022073], [0.6514186045, 42.9345679035], [0.6523337072, 42.9323485218], [0.6532491722, 42.9301184516], [0.6518125143, 42.9279853838], [0.6505246675, 42.9259851046], [0.6492160556, 42.9239286001], [0.6475886616, 42.9213719865], [0.6466674849, 42.919605585], [0.6458134032, 42.9178792325], [0.6452732574, 42.9163793177], [0.644661807, 42.9147356859], [0.6440463694, 42.9130415856], [0.643519551, 42.9119072833], [0.6401161333, 42.9108121641], [0.6389519705, 42.9101234209], [0.6380369374, 42.9093182313], [0.6376202414, 42.9087457546], [0.6357846618, 42.9095959705], [0.6371674885, 42.9109975643], [0.6374364189, 42.9112709311]], ""type"": ""LineString""}";1;;;;;;;;;;;;;42.992735625178796, 0.6200045791983015
AERIEN;P.JERL61VAUPA;LIAISON 225kV N0 1 PORT-JEROME-VAUPALIERE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.5513984152, 49.4940310106], [0.548161085, 49.4922184032], [0.5447239513, 49.4896563857], [0.5464711469, 49.488311413], [0.5490248423, 49.4861155735], [0.5514804625, 49.4840038495], [0.552496265, 49.4826972478]], ""type"": ""LineString""}";2;CRIQUL41P.JER;LIAISON 90kV N0 1 CRIQUET-PORT-JEROME;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.48875331591658, 0.5484157910493072
AERIEN;MENTOL61ZMENT;LIAISON 225kV N0 1 CAMPOROSSO - MENTON - TRINITE-VICTOR;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.4890807296, 43.8084604383], [7.4902190208, 43.8114294], [7.4907832977, 43.814528802]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.81145497769664, 7.490073544188504
AERIEN;P.JERL61VAUPA;LIAISON 225kV N0 1 PORT-JEROME-VAUPALIERE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.5513984152, 49.4940310106], [0.5546507674, 49.4946873542], [0.55772498, 49.4950066681], [0.5649614905, 49.5024301943], [0.5685371986, 49.5060638462], [0.5716542851, 49.5092881634], [0.5747224221, 49.5124227238], [0.5755403563, 49.5147148861], [0.5768083929, 49.5184052673], [0.5814154195, 49.5314895789], [0.5874445725, 49.5364940999], [0.5893615902, 49.5389700201], [0.594990852, 49.5393496317], [0.6012295902, 49.5398338744], [0.6077768486, 49.5394849122], [0.6140824306, 49.539708918], [0.6202351138, 49.5399241334], [0.6258259952, 49.5401382605], [0.6331441841, 49.5403873008], [0.641677952, 49.5402490037], [0.6449792147, 49.5399796629], [0.6515811388, 49.5394427708], [0.6554012634, 49.5391253652], [0.6619750259, 49.5385824822], [0.6667703026, 49.5381754649], [0.6759041809, 49.5374309461], [0.6822168606, 49.5371349239], [0.6878558768, 49.5368796787], [0.6938452841, 49.5365867193], [0.6992170998, 49.5363515707], [0.7053374277, 49.5360167063], [0.7088238034, 49.5363871956], [0.7129491629, 49.5367901809], [0.7258441456, 49.5380394957], [0.7314316928, 49.5385810929], [0.7379554354, 49.5392067072], [0.7441133149, 49.5397939026], [0.7487665753, 49.539981882], [0.7631759462, 49.5405658776], [0.7664698581, 49.538406886], [0.7710788279, 49.5409848711], [0.7737065062, 49.5434031734]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.53272841956405, 0.6551690551187824
AERIEN;SARREL31ZHEMI;LIAISON 63kV N0 1 HEMING-RECHICOURT-LE-CHATEAU-SARREBOURG;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.9503450514, 48.6917687868], [6.9540906147, 48.6936817096], [6.9576463244, 48.6954386763], [6.9609870346, 48.6970649021], [6.9639785885, 48.6985513211], [6.9688850162, 48.7009763191]], ""type"": ""LineString""}";2;SARREL31ZHEMI;LIAISON 63kV N0 1 HEMING-RECHICOURT-LE-CHATEAU-SARREBOURG;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.69639088058812, 6.959605813937532
AERIEN;REMIRL31SSNAB;LIAISON 63kV N0 1 REMIREMONT-ST-NABORD;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.5996130484, 48.0176614051], [6.5997671803, 48.0177469334]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.01770416924999, 6.59969011435
AERIEN;CHESNL71VLECH;LIAISON 400kV N0 1 CHESNOY (LE) - VILLECHETIVE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[3.4395285957, 48.02747159], [3.4421379264, 48.030676248], [3.4450182067, 48.0341633729], [3.4478393243, 48.0375929783], [3.4502786316, 48.0405857383], [3.4534941132, 48.0445239844], [3.4567159223, 48.0468314978], [3.4615901604, 48.0503436455], [3.4655812907, 48.0532085782], [3.4694528666, 48.0560017752], [3.4755796193, 48.0603929145], [3.4793482575, 48.0631106121], [3.479372908, 48.0673148189], [3.4794451085, 48.0724672489], [3.4794528102, 48.0765823862], [3.4794906218, 48.0792710786], [3.4788301379, 48.0827085978], [3.478288842, 48.0855247763], [3.4772113197, 48.0911326898], [3.4765656083, 48.0944540151]], ""type"": ""LineString""}";2;SEREIL71VLECH;LIAISON 400kV N0 1 SEREIN - VILLECHETIVE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.058481940101174, 3.4658458915915156
AERIEN;BERGHL61MARL6;LIAISON 225kV N0 1 BERGHOLZ-MARLENHEIM;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.2860404021, 48.6749261957], [7.292550062, 48.6723007765], [7.3067235766, 48.6648405508]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.67010722134914, 7.296485717775441
AERIEN;GOURDL31ZDEGA;LIAISON 63kV N0 1 DEGAGNAC - DEGAGNAC (CLIENT) - GOURDON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.3533107684, 44.6525484802], [1.354713296, 44.6541777518], [1.3578488366, 44.6578505858], [1.3591703991, 44.659635675], [1.3611829373, 44.6623253294], [1.3619922651, 44.6652483191], [1.3624132729, 44.6668989306], [1.3585420662, 44.671654512], [1.3567749117, 44.6737996302], [1.3551557102, 44.6757737091], [1.353542415, 44.6777424218], [1.351366671, 44.6804035175], [1.3485516531, 44.6838292228], [1.3465989403, 44.6862143062], [1.3455043281, 44.6875522925], [1.3449828331, 44.6894334886], [1.3438893934, 44.6933754961], [1.3434563417, 44.694935032], [1.343093643, 44.6967571249], [1.3425491537, 44.6994983572], [1.3419611853, 44.7024119074], [1.3425959513, 44.7084305019], [1.3445218576, 44.7111227125], [1.3490126068, 44.7134711114], [1.3501091629, 44.7149182933], [1.3517810419, 44.7169237852], [1.3533269571, 44.7192555366], [1.355924959, 44.7231636119], [1.357230631, 44.7251335632], [1.3608083148, 44.728122872], [1.3642588246, 44.7307115763]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.692420378302536, 1.3522035252988818
AERIEN;MARL6L71VIGY;LIAISON 400kV N0 1 MARLENHEIM - VIGY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[7.2860404021, 48.6749261957], [7.2794102567, 48.6781567481], [7.2690990668, 48.6831779057], [7.2557502161, 48.6904289984], [7.2524211676, 48.6922366567], [7.2424492005, 48.6976501461], [7.2364568446, 48.7009019054], [7.2234455903, 48.7061503715], [7.2206896359, 48.7094681623], [7.2110008658, 48.7147329556], [7.2070560633, 48.7168799759], [7.2020987796, 48.7195715475], [7.1991890648, 48.7211361711], [7.1915160833, 48.7220276808], [7.184356011, 48.7227287121], [7.1794607667, 48.7269683471], [7.1760771896, 48.7298987524], [7.1691966254, 48.7299139054], [7.1620219825, 48.7299688372], [7.1556060324, 48.7299857047], [7.1487844756, 48.7300220413], [7.1424347235, 48.7300660164], [7.1356262289, 48.7313253581], [7.1281525881, 48.732735625], [7.1265083413, 48.7379945745], [7.1248885942, 48.7432422138], [7.1237016869, 48.7470637908], [7.1219991976, 48.7525493438], [7.1203710752, 48.7577885037], [7.1195035036, 48.760580573], [7.1152739069, 48.7616141441], [7.1100517035, 48.7628914416], [7.1039532795, 48.7643759854], [7.0982207887, 48.7654515497], [7.0917348286, 48.7655101342], [7.0862907528, 48.7655568702]], ""type"": ""LineString""}";2;BERGHL61MARL6;LIAISON 225kV N0 1 BERGHOLZ-MARLENHEIM;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.722769926279646, 7.183178762073474
AERIEN;GEN.PL61IZERN;LIAISON 225kV N0 1 GENISSIAT-POSTE-IZERNORE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.5523972699, 46.1977579337], [5.5497980096, 46.1979144561], [5.5498794496, 46.1982712394]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.19786782013659, 5.550942514524074
AERIEN;BALMAL31UNION;LIAISON 63kV N0 1 BALMA (POSTE)-UNION;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.4654948798, 43.6641013706], [1.4654403216, 43.6638633544]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.6639823625, 1.4654676007
AERIEN;B.EPIL42MTFO5;LIAISON 90kV N0 2 BELLE-EPINE-MONTFORT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-1.7544821308, 48.1292575956], [-1.7563313258, 48.1301538294], [-1.7587676359, 48.1312996643], [-1.7608458921, 48.1322508624], [-1.7630686945, 48.133278012], [-1.7656149866, 48.1344675911], [-1.7676457686, 48.1354104317], [-1.7699863647, 48.1364954654], [-1.7733731585, 48.1380732553], [-1.7759674969, 48.1392861506], [-1.7778809573, 48.140186114], [-1.7804998277, 48.1414054345], [-1.7827825266, 48.1424776715], [-1.7852078463, 48.1435882602], [-1.7873880295, 48.1446254762], [-1.7896295243, 48.1456713032], [-1.7928657403, 48.1471836236], [-1.7951407864, 48.1482425772], [-1.7979492685, 48.1495474161], [-1.7997112812, 48.1508862965], [-1.801406673, 48.1520511981], [-1.8040035063, 48.1539459489], [-1.8066072391, 48.1558268062], [-1.8087721277, 48.1573914825], [-1.8108701907, 48.158987658], [-1.8128395936, 48.1603231729], [-1.8150427563, 48.1619245672], [-1.8169386046, 48.1632972835], [-1.8187012051, 48.1645666376], [-1.8209509964, 48.1658511271], [-1.8235669494, 48.1673387032], [-1.8264058781, 48.1689542835], [-1.8287654928, 48.1702879516], [-1.8310543235, 48.1716068046], [-1.8328702074, 48.1726608431], [-1.8351930571, 48.1740053348], [-1.8374831828, 48.1753295154], [-1.8392693938, 48.1769011897], [-1.8412673174, 48.1786958183], [-1.8436299759, 48.1807745753], [-1.8452792819, 48.1822285804], [-1.8469279808, 48.1836906906], [-1.8487880005, 48.1853330785], [-1.8505081744, 48.1868649892], [-1.8524331581, 48.1885423758], [-1.8536701378, 48.1898046908], [-1.8575317409, 48.1878245279], [-1.8610523127, 48.1859950872], [-1.8644320775, 48.1842768216], [-1.8679900015, 48.1825160508], [-1.8718172303, 48.1806743738], [-1.8755170676, 48.1789262778], [-1.8790857518, 48.1772412938], [-1.8825545186, 48.1756057058], [-1.8863709636, 48.1737927156], [-1.8901422634, 48.1716894625], [-1.8931031647, 48.1700412036], [-1.8960535048, 48.168397745], [-1.8993205193, 48.1665770881], [-1.9020836226, 48.1650365822], [-1.9067322348, 48.1624445343], [-1.9096956307, 48.1607894333], [-1.912882981, 48.1590099773], [-1.9161679989, 48.1571926679], [-1.9202055432, 48.1554803386], [-1.9244617752, 48.1536797736], [-1.9278590901, 48.1522434424], [-1.9310503436, 48.1508901405], [-1.9358181192, 48.1488688119], [-1.9392088352, 48.148516586], [-1.9418816272, 48.1482390642], [-1.9445728697, 48.1479603575], [-1.946855987, 48.1484961488], [-1.9471717467, 48.1485728737]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.16152524509752, -1.8498645348060958
AERIEN;CZTRYL61SENAR;LIAISON 225kV N0 1 COURTRY-SENART;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.7662986209, 48.5506219365], [2.7686257912, 48.5473854288]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.549003682649996, 2.76746220605
AERIEN;GOUR5L31VALE7;LIAISON 63kV N0 1 GOURDAN - VALENTINE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[0.5717391671, 43.0777177265], [0.5734461698, 43.0773782956], [0.5752805425, 43.0770740911], [0.5777914018, 43.0765906357], [0.5817832999, 43.0760298462], [0.584660137, 43.0750370494]], ""type"": ""LineString""}";2;GOUR5L31VALE7;LIAISON 63kV N0 1 GOURDAN - VALENTINE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;43.07652400832534, 0.5782403232446782
AERIEN;FRASNL71GEN.P;LIAISON 400kV N0 1 FRASNE - GENISSIAT-POSTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[5.8041659029, 46.0577035544], [5.8024801968, 46.0604569758], [5.7962756499, 46.0628196344]], ""type"": ""LineString""}";2;GEN.PL72VIELM;LIAISON 400kV N0 2 GENISSIAT-POSTE - VIELMOULIN;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.060801374053405, 5.800668676759107
AERIEN;ABBENL31ETUPE;LIAISON 63kV N0 1 ABBENANS-ETUPES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.4644322254, 47.5056479871], [6.4642631617, 47.5055214235], [6.4670804411, 47.5058025186], [6.4696295491, 47.5060482519], [6.4725407389, 47.5060128708], [6.4764149353, 47.5059612219], [6.4804615299, 47.5059025601], [6.4856113505, 47.505835889], [6.4903596807, 47.5057703158], [6.4946064007, 47.5057021867], [6.5007090887, 47.5056254278], [6.5052368174, 47.5055640088], [6.5123450998, 47.5054715332], [6.5156241222, 47.5054275747], [6.5195245416, 47.5053710088], [6.5287091632, 47.5052471636], [6.5324613862, 47.5052009256], [6.5348791842, 47.5051607538], [6.5393364425, 47.5051021748], [6.5437817866, 47.5050407933], [6.5475433369, 47.5049930074], [6.5534619225, 47.5049089767], [6.5596964381, 47.5048158349], [6.5640290935, 47.5053789517], [6.5706603834, 47.5062282687], [6.5751502186, 47.5068086565], [6.5791055523, 47.5073116953], [6.5837830488, 47.5079120891], [6.588945054, 47.5085748751], [6.595107388, 47.5093607578], [6.5985824577, 47.5098129599], [6.6056793999, 47.5107252533], [6.6098663929, 47.5112605284], [6.6131375108, 47.5116845104], [6.6192015726, 47.5124585307], [6.6247858344, 47.5131779262], [6.6300897997, 47.513858797], [6.6337500363, 47.5143267998], [6.6384311939, 47.5149222855], [6.6432507539, 47.5155357768], [6.6491976546, 47.5162939658], [6.6537285499, 47.5168845285], [6.6592782035, 47.5175871021], [6.6633564029, 47.5181085978], [6.66664826, 47.5185304183], [6.6705262222, 47.5190192393], [6.6727421142, 47.5193070698], [6.6768673739, 47.5198312044], [6.6802141045, 47.520252666], [6.6840055232, 47.5207383428], [6.6893939238, 47.5214239315], [6.6947464238, 47.522107652], [6.6980908604, 47.5225295953], [6.7009027014, 47.5228880768], [6.7026054358, 47.5257095675], [6.7045506882, 47.5279771576], [6.708101178, 47.5276623716], [6.7120505357, 47.5273058485], [6.715406431, 47.5261436265], [6.7204719535, 47.5243932715], [6.7245275471, 47.5242672392], [6.7318740682, 47.5240195049], [6.7400914692, 47.5237658859], [6.7444556967, 47.5236220254], [6.749639813, 47.523463371], [6.7533143973, 47.5233495681], [6.7569740353, 47.5232496413], [6.7606345023, 47.5231261446], [6.7647934972, 47.5229953822], [6.7679264398, 47.5228985584], [6.7704005821, 47.5230068444]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.51375803558078, 6.61815700881707
AERIEN;BOLL5L31SSCEC;LIAISON 63kV N0 1 BOLLENE-STE-CECILE-LES-VIGNES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.8851143105, 44.217279876], [4.8854469216, 44.2173435521]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.21731171405, 4.88528061605
AERIEN;BARNAL71PALUE;LIAISON 400kV N0 1 BARNABOS - PALUEL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.0119305964, 49.6582673816], [1.0100115424, 49.6587987407], [1.0072600576, 49.6603700218]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.65917865735941, 1.0095370236963015
AERIEN;ARGOEL41V.MAR;LIAISON 90kV N0 1 ARGOEUVES-VILLE-LE-MARCLET;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[2.0992316187, 50.0217515161], [2.1013707021, 50.0207025586], [2.104284857, 50.0192734308], [2.1077346281, 50.0175814006], [2.1115403482, 50.0157145145], [2.1152135618, 50.0140748372], [2.1183569745, 50.0126715448], [2.122057765, 50.0110274859], [2.1263243389, 50.0089711576], [2.1284063792, 50.0071636652], [2.1310235038, 50.0048912963], [2.135321878, 50.0029527444], [2.1386912482, 50.0014329373], [2.1420344124, 49.9992134809], [2.1448915552, 49.9976810131], [2.1478249094, 49.9961301912], [2.1507003793, 49.994555417], [2.1533511627, 49.9931034932], [2.1567016469, 49.9912682262], [2.1594477645, 49.9896526474], [2.1625413041, 49.9878610967], [2.1654244835, 49.986120429], [2.1685700938, 49.9843689214], [2.172017852, 49.9823713967], [2.1749144162, 49.9802937662], [2.1788497665, 49.9793154578], [2.1832004954, 49.9770130912], [2.1876865535, 49.9748533836], [2.1908870695, 49.9727146824], [2.1928266938, 49.9699165244], [2.1959109723, 49.9680502347], [2.199780791, 49.9663487785], [2.2027882279, 49.9650263747], [2.2058680957, 49.9636719283], [2.2102000959, 49.961573411], [2.2133842497, 49.9600307965], [2.2171254836, 49.9582179782], [2.2213658684, 49.9561628581], [2.2251915035, 49.9543723101], [2.2281326406, 49.9529955438]], ""type"": ""LineString""}";2;ARGOEL41V.MAR;LIAISON 90kV N0 1 ARGOEUVES-VILLE-LE-MARCLET;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.987269372562295, 2.1636913520755026
AERIEN;MOUCHL61OULLI;LIAISON 225kV N0 1 MOUCHE (LA)-OULLINS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.8451694539, 45.7142839275], [4.8408244467, 45.7120362125]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.71316007, 4.8429969503
AERIEN;CEBAZL31RIOM;LIAISON 63kV N0 1 CEBAZAT-RIOM;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.1123016574, 45.8578765961], [3.1118945011, 45.8560192833], [3.1115665827, 45.8544581531], [3.1110214394, 45.8518841814], [3.1111145463, 45.8501263282], [3.1122840926, 45.8486132449], [3.1124073283, 45.8458540131]], ""type"": ""LineString""}";2;CEBAZL31RIOM;LIAISON 63kV N0 1 CEBAZAT-RIOM;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.85181772589217, 3.1117324029017555
AERIEN;G.COUL61VAUPA;LIAISON 225kV N0 1 GRAND-COURONNE-VAUPALIERE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.921516636, 49.3705504885], [0.9279825495, 49.3729533226], [0.9294389493, 49.3749847302], [0.9313265168, 49.3778567265], [0.9334532413, 49.3810989426], [0.9356264986, 49.3844611449], [0.9378283916, 49.3877930786], [0.9397670119, 49.3907957643], [0.9415091086, 49.3934412424], [0.9441981187, 49.3962000679], [0.9479941287, 49.4000290652], [0.9498567753, 49.4020118466], [0.9528723174, 49.4051012569], [0.9545616396, 49.4068366852], [0.9590428926, 49.4114071869], [0.9610947099, 49.4135042324], [0.9632207017, 49.4156658713], [0.9675607061, 49.4201166959], [0.9697902396, 49.4223925774], [0.9723472979, 49.424996451], [0.9747529119, 49.4274521063], [0.9770758583, 49.4298133373], [0.9794107467, 49.4321998056], [0.9822610243, 49.4351086026], [0.982914509, 49.4374868491], [0.9836097601, 49.4402680411], [0.9843582918, 49.4432780122], [0.9850631771, 49.4460655748], [0.9857966738, 49.4490250386], [0.9865580649, 49.4519645875], [0.9875057981, 49.4558585028], [0.9881749321, 49.4585512781], [0.988834817, 49.4611792538], [0.9895052492, 49.4638279989], [0.9901074106, 49.4662450856], [0.9915236734, 49.4688437408], [0.9928096682, 49.4711588282], [0.9945581697, 49.4742938702], [0.9960398841, 49.4769371972], [1.0006947426, 49.479933729], [1.0023220427, 49.4811376076]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.423471042611595, 0.9655732394475403
AERIEN;LEZIGL32LIVIE;LIAISON 63kV N0 2 LEZIGNAN-LIVIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[2.9829450152, 43.1965749085], [2.9830618345, 43.1967413294]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.19665811895, 2.9830034248499997
AERIEN;LERE L31SSAN5;LIAISON 63kV N0 1 LERE-ST-ANTONIN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.5301299293, 44.1632771073], [1.5303668173, 44.1633523214]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.163314714349994, 1.5302483733
AERIEN;SAUS5L71VLEVA;LIAISON 400kV N0 1 SAUSSET - VILLEVAUDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.6524222364, 48.9035771285], [2.6577974468, 48.9047400999], [2.660429278, 48.9051518773]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.90441554627501, 2.656416250478045
AERIEN;ABLAIL61LATEN;LIAISON 225kV N0 1 ABLAINCOURT-LATENA;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.9365446302, 49.6610778645], [2.9354659154, 49.658282921], [2.9357108705, 49.6573467839]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.65922494170946, 2.935903496193264
